word,frequency
mod,95
loaded fries,95
area time,95
perfect lunch,95
personally like,95
bad really,95
bacon bits,95
going work,95
oat milk,95
nicest people,95
cavities,95
things better,95
thermostat,95
little hidden,95
post review,95
want hear,95
drinks place,95
scheme,95
dreadful,95
tended,95
check told,95
requiring,95
citizen,95
later food,95
green eggs,95
delicious fries,95
approaching,95
appetizers drinks,95
bombs,95
recommend dr,95
lived years,95
bowl soup,95
throws,95
backup,95
sit relax,95
house great,95
service try,95
shockingly,95
shoots,95
reading review,95
okay service,95
extremely loud,95
million times,95
centrally,95
converse,95
steak shrimp,95
thing got,95
multiple people,95
called pm,95
pupusas,95
quite frankly,95
wrong just,95
eating dinner,95
like local,95
yuca,95
time thing,95
absolutely phenomenal,95
new customer,95
time st,95
new patient,94
ironically,94
purposes,94
york city,94
quickly ordered,94
punk,94
quality customer,94
food spectacular,94
rancid,94
toasted bread,94
pizza spot,94
came fresh,94
town love,94
auto repair,94
said ready,94
make drinks,94
seasoned just,94
donated,94
want real,94
want really,94
nice feel,94
burger best,94
inside seating,94
place tampa,94
licensed,94
serene,94
middle night,94
extremely salty,94
bit different,94
regular spot,94
prepped,94
staff highly,94
cream place,94
ordering online,94
love people,94
thieves,94
just added,94
wish better,94
wire,94
steamed dumplings,94
taquitos,94
just mediocre,94
chocolate sauce,94
hustle bustle,94
eggs sausage,94
dish really,94
discovery,94
awesome customer,94
got veggie,94
waiter asked,94
weekend night,94
main meal,94
didn good,94
area far,94
service worth,94
doing favor,94
prices competitive,94
elmo,94
dip powder,94
grande,94
employed,94
place unique,94
honestly didn,94
sturdy,94
coffee cup,94
coffee breakfast,94
haven heard,94
spare ribs,94
come drink,94
hope don,94
functioning,94
wife enjoyed,94
ambience great,94
fax,94
hotel rooms,94
lot variety,94
change menu,94
realistic,94
really gone,94
flown,94
problem place,94
haired,94
la colombe,94
experience come,94
reviews good,94
try fried,94
finally called,94
nice treat,94
lady did,94
korean restaurant,94
day ve,94
soulard,94
loyal customers,94
lineup,94
white fish,94
jumbo shrimp,94
think try,94
bouncers,94
monte cristo,94
just short,94
finally received,94
work schedule,94
dinner date,94
tried great,94
food coma,94
plan returning,94
different story,94
didn quite,94
rolls great,94
bar people,94
leadership,94
admire,94
rinse,94
definitely ordering,94
slippery,94
garlic mashed,94
anticipating,94
peeled,94
pearls,94
based sauce,94
gets job,94
excellent work,94
ribs chicken,94
snarky,94
passyunk,94
book appointment,94
swamped,94
enjoyed lunch,94
endure,94
like sauce,94
clip,94
trip philly,94
delicious shrimp,94
florentine,94
worth mentioning,94
clean environment,94
roasted pork,94
skipping,94
time line,94
good long,94
place getting,94
braised pork,94
calendar,94
manager manager,94
saw sign,94
good crispy,94
randy,94
ralph,94
place coffee,94
seasonally,94
place literally,94
check new,94
maneuver,94
scenes,94
stocking,94
kinda like,94
home great,94
tuna tartare,94
twice year,94
love guys,94
minutes called,94
cooled,94
fade,94
dvd,94
times lunch,94
good expensive,94
eastern food,94
timeframe,94
times love,94
waved,93
times tried,93
contest,93
big party,93
bf got,93
frontier,93
representatives,93
remembering,93
wish knew,93
little meat,93
home like,93
order table,93
minutes drink,93
big disappointment,93
ordered chocolate,93
stomachs,93
bit steep,93
cheek,93
tasted old,93
pizza pasta,93
atmosphere love,93
atmosphere pleasant,93
say favorite,93
asking wanted,93
sandwich salad,93
good hard,93
ate dinner,93
salads good,93
easy order,93
asiago,93
wasn terrible,93
good kids,93
traps,93
flipped,93
sure satisfied,93
shrimp pasta,93
slamming,93
right order,93
right don,93
vez,93
great tour,93
delicious prices,93
delicious worth,93
hour away,93
table great,93
oiled,93
finely,93
just stood,93
tripe,93
housing,93
enemy,93
area need,93
guy just,93
dedication,93
pasta cooked,93
gumbo good,93
based food,93
ve went,93
smallish,93
gsr,93
bedside manner,93
bartenders great,93
westbank,93
westin,93
lug,93
small intimate,93
medium sized,93
med rare,93
larger group,93
appetizer entree,93
girls working,93
sin,93
great salad,93
bar bartenders,93
luster,93
did bother,93
people seated,93
going like,93
room really,93
didn mention,93
person said,93
car told,93
ties,93
inside really,93
jo,93
work service,93
recently tried,93
prices better,93
red green,93
bucket list,93
inspections,93
day asked,93
half hours,93
day new,93
filets,93
recommend using,93
night wasn,93
bring water,93
favorite chinese,93
favorite item,93
alternate,93
love fresh,93
vanderbilt,93
haven eaten,93
haven able,93
brought new,93
things good,93
things got,93
nice wine,93
curbside pickup,93
cushions,93
trying order,93
bit food,93
order delivered,93
karma,93
super super,93
super small,93
wait till,93
elvis,93
employees just,93
area highly,93
area want,93
service efficient,93
matthew,93
dinner really,93
chit,93
town work,93
just different,93
th star,93
ordered nachos,93
poster,93
staff took,93
researching,93
potato skins,93
wineries,93
brunch places,93
took bites,93
thing ate,93
crab shrimp,93
staff does,93
crispy skin,93
spot place,93
spot ve,93
course ordered,93
presentation food,93
safeway,93
efficient food,93
displeased,93
server amazing,93
came like,93
burger medium,93
nice night,93
came room,93
time able,93
time appointment,93
avacado,93
good visit,93
time drinks,93
flavor sauce,93
alaska,93
cheated,93
provolone cheese,93
yelp decided,93
nice area,93
puzzles,93
qualities,93
time talk,93
quick breakfast,93
neighborhood place,92
net,92
ask time,92
sandwich pretty,92
business owners,92
burrito bowl,92
called confirm,92
new clean,92
able use,92
abysmal,92
taste new,92
tasted ok,92
brighter,92
impromptu,92
charged price,92
alcoholic drinks,92
ll happy,92
really rude,92
pricing reasonable,92
fresh staff,92
prices super,92
bread sticks,92
hug,92
oh wait,92
humidity,92
just simply,92
mortar,92
recent experience,92
fried potatoes,92
tables close,92
old house,92
just start,92
okay just,92
civil,92
sure right,92
close early,92
hour drinks,92
truly enjoyed,92
boardwalk,92
ongoing,92
clean kept,92
adventures,92
fresh flavor,92
really going,92
fresh really,92
inferior,92
bright clean,92
amaze,92
lots parking,92
figures,92
films,92
friendly ll,92
comcast,92
try really,92
mistakes happen,92
faulty,92
stretching,92
stop grab,92
ordered burgers,92
type person,92
family great,92
prepaid,92
family loves,92
family oriented,92
friggin,92
constructed,92
mins food,92
stars based,92
oregano,92
highest quality,92
bi,92
better great,92
mimi,92
toro,92
thai basil,92
celebrity,92
thing morning,92
night did,92
brunch dinner,92
just buy,92
little greasy,92
powered,92
potatoe,92
pound cake,92
extremely accommodating,92
health care,92
overall say,92
know come,92
know little,92
mic,92
cream chocolate,92
spicy beef,92
restaurant serves,92
restaurant wait,92
funnel,92
crust good,92
spicy delicious,92
best definitely,92
updated review,92
south reno,92
hangs,92
paint job,92
bells,92
best cheese,92
specify,92
curl,92
nice wait,92
nice weather,92
buffet style,92
judged,92
nice sweet,92
food eaten,92
paleo,92
wicked,92
lipstick,92
gave nice,92
half size,92
beer really,92
hair food,92
daytime,92
sought,92
soup chicken,92
soup amazing,92
small parking,92
passed place,92
menu available,92
parking space,92
paws,92
rice dish,92
bb,92
appetizers good,92
peek,92
great wish,92
great sure,92
delicious served,92
est,92
envy,92
welcoming staff,92
glorified,92
room smelled,92
place wanted,92
wouldn hesitate,92
framed,92
food arrive,92
background music,92
greasy spoon,92
person just,92
person ordered,92
dim lighting,92
great casual,92
sheep,92
perfect definitely,92
like plague,92
rugs,92
end bar,92
dinner party,92
wait eat,92
let sit,92
masterpiece,92
awesome people,92
grab food,92
area years,92
seminole heights,92
does mean,92
les,92
disregard,92
got regular,92
service consistently,92
arrived just,92
way treat,92
good chips,92
walk restaurant,92
walked asked,92
authentic delicious,92
ping pong,92
time hour,92
got bacon,92
sculptures,92
want check,92
want nice,92
got chocolate,92
pizza area,92
pizza better,92
manager nice,92
good reasonably,92
place beer,92
scanned,92
wanted buy,92
like day,92
warm bread,92
dressing good,92
way cooked,92
like meat,92
salad entree,92
salad got,92
place owner,92
eat menu,92
eat chicken,92
atlantic,92
atmosphere excellent,92
manager come,92
management company,92
sandwiches ve,92
good indian,92
drool,92
place downtown,92
good ole,92
time maybe,92
add insult,92
quoted price,92
rad,92
cabana,92
buys,92
acid,92
pass time,91
gulf shrimp,91
smokes,91
guys work,91
food received,91
updating review,91
additional minutes,91
food maybe,91
just prepared,91
got lost,91
cotton candy,91
excellent highly,91
rice pilaf,91
hubby got,91
lunch crowd,91
excellent pizza,91
gets really,91
excellent prices,91
churro,91
linen,91
cadillac,91
good couldn,91
biking,91
jesse,91
called days,91
time probably,91
need little,91
came didn,91
promotions,91
busted,91
new friends,91
restaurant people,91
green chili,91
just new,91
knew place,91
second night,91
swore,91
great make,91
menu decided,91
happy meal,91
husband really,91
oceana,91
just spent,91
bar open,91
okay special,91
table good,91
visit went,91
spiked,91
best good,91
nice family,91
people try,91
leave tip,91
did said,91
drinks awesome,91
twists,91
good stop,91
ordered coffee,91
complimentary breakfast,91
service area,91
couscous,91
ginormous,91
selection wine,91
roasted cauliflower,91
variety dishes,91
extra special,91
believer,91
belle,91
deliver food,91
simultaneously,91
know wanted,91
kosher,91
customer life,91
extremely kind,91
moved quickly,91
moved away,91
fries awesome,91
noticeably,91
tasty chicken,91
tasty filling,91
reminding,91
check check,91
positive things,91
job hair,91
inside small,91
lost customer,91
kebabs,91
keen,91
tolerance,91
sandwich bread,91
hostile,91
meat eaters,91
space great,91
oysters rockefeller,91
order dish,91
willingness,91
inefficient,91
breakfast burritos,91
don mean,91
like steak,91
king bed,91
crab salad,91
cranky,91
staff know,91
surrounding area,91
evaluation,91
wish little,91
hours food,91
dijon,91
service want,91
spam,91
span,91
baggage,91
great group,91
did arrive,91
left right,91
really unique,91
having ask,91
really hoping,91
cave,91
support business,91
rotisserie chicken,91
place visiting,91
super reasonable,91
friends food,91
love hot,91
friendly super,91
charity,91
word mouth,91
blonde hair,91
week food,91
try brunch,91
wisdom,91
place today,91
blatantly,91
rude people,91
got couple,91
ordered meat,91
dressing room,91
wait good,91
music nice,91
feat,91
felt good,91
night sat,91
fired pizza,91
arrive early,91
tomato onion,91
grinder,91
ve purchased,91
think know,91
wonderful people,91
bryan,91
work home,91
kind people,91
ordered house,91
largo,91
felt uncomfortable,91
feel bit,91
service new,91
unbearable,91
collision,91
got bit,91
army,91
place street,91
times enjoyed,91
food city,91
beautiful clean,91
beautiful decor,91
xmas,91
wrong time,91
definitely got,91
light refreshing,91
unmatched,91
pierced,91
good feel,91
drive car,91
store staff,91
large pieces,91
mall food,91
wasn sweet,91
ziti,90
lamb burger,90
growlers,90
invisible,90
minutes prior,90
minutes said,90
skyline,90
time different,90
came couple,90
new time,90
time home,90
souffle,90
times opened,90
food burger,90
rate stars,90
chicken spicy,90
loved ordered,90
restaurant quite,90
scooped,90
good view,90
parking issue,90
grab beer,90
order called,90
absolutely awful,90
wouldn think,90
sunny day,90
week great,90
smoked turkey,90
needles,90
nest,90
high chair,90
correct order,90
second order,90
literally worst,90
funny thing,90
shrimp dumplings,90
harassed,90
great massage,90
development,90
extremely disappointing,90
wife wanted,90
wild mushroom,90
panels,90
traditionally,90
obsession,90
friendly bartender,90
recommend tour,90
night like,90
car got,90
ve staff,90
basmati rice,90
pastor tacos,90
way town,90
good shape,90
wonderful great,90
grind,90
little wait,90
sol,90
menu online,90
went weekend,90
meal started,90
came looked,90
flea market,90
great evening,90
bald,90
mercy,90
merry,90
bar best,90
completely satisfied,90
completely wrong,90
people wait,90
couple tables,90
bar small,90
wasn favorite,90
stopped late,90
brewhouse,90
supported,90
global,90
warm welcome,90
week went,90
going need,90
ruby slipper,90
options good,90
area ll,90
spreading,90
service say,90
mexican cuisine,90
graduate,90
service right,90
refusing,90
best ramen,90
night friend,90
cell phones,90
pie good,90
server good,90
middle aged,90
away don,90
mom ordered,90
delicious wish,90
money food,90
slathered,90
delicious friend,90
little difficult,90
know way,90
bar scene,90
davis,90
rodeo,90
resolve issue,90
tasted little,90
lesser,90
frozen food,90
blew mind,90
