word,frequency
said wouldn,110
place twice,110
pumps,110
rail,110
acidic,110
rag,110
enjoyed atmosphere,110
contents,110
called today,110
best friends,110
unwilling,110
ll like,110
multiple occasions,110
considerably,110
difficult time,110
restaurants like,110
good right,110
hyundai,110
behaved,110
bust,110
bring kids,110
maybe better,110
price really,110
nursing,110
passport,110
breathtaking,110
sandwich ordered,110
came visit,110
trying sell,110
favorite coffee,110
lemon pepper,110
super awesome,110
know didn,110
know say,110
regrets,110
friendly knowledgable,110
getting new,110
getting table,110
order wings,110
place chill,110
make matters,110
inconsiderate,110
ordered sweet,110
shredded chicken,110
restaurant love,110
restaurant menu,110
eat shrimp,110
conch,110
disappointed time,110
columbia,110
bar drink,110
chicken best,110
price place,110
cover charge,109
junior,109
curt,109
typing,109
girl working,109
coming location,109
tarpon springs,109
faint,109
mom got,109
henry,109
solid choice,109
nice sit,109
glad stopped,109
order brought,109
glove,109
wouldn way,109
chocolate peanut,109
groomers,109
morning breakfast,109
montecito,109
like asked,109
drill,109
shoppers,109
make drive,109
steak salad,109
cha,109
hot coffee,109
burst,109
great stop,109
precision,109
staff best,109
mindful,109
riverview,109
souffl,109
jefferson,109
diamonds,109
president,109
tell don,109
server excellent,109
parking bit,109
makes think,109
makes wonder,109
little did,109
louis area,109
addition neighborhood,109
going home,109
intentionally,109
places sit,109
seating great,109
drove way,109
perfect blend,109
acupuncture,109
delta,109
outside restaurant,109
service order,109
chickpeas,109
sharp provolone,109
just night,109
good filling,109
matters worse,109
excellent atmosphere,109
lemony,109
ask better,109
shop clean,109
priceline,109
reds,109
believe place,109
beer options,109
hygiene,109
shrimp salad,109
order thing,109
lychee,109
perfectly fried,109
chicken nachos,109
centers,109
certainly worth,109
excellent definitely,109
spicy good,109
cheese whiz,109
fresh prepared,109
review yelp,109
shrimp delicious,109
fixes,109
indicate,109
met friends,109
jiffy lube,109
experience new,109
neatly,109
heat lamp,109
experience going,109
best quality,109
told said,109
small talk,109
say going,109
fluids,109
time drive,109
say experience,109
handicap,109
varying,109
imho,109
home cooking,109
ve nice,109
bit long,109
anticipation,109
went wrong,109
prices average,109
extra spicy,109
burger just,109
place tucson,109
placement,109
muffaletta,109
room wasn,109
sweet like,109
bucks county,109
large size,109
fewer,109
just big,109
rooms nice,109
location service,109
accept credit,109
absolutely ridiculous,109
zing,109
accurately,108
yucca,108
entree ordered,108
dinner spot,108
onsite,108
paying customers,108
place return,108
reviews say,108
weekend brunch,108
going forward,108
people going,108
use service,108
use bathroom,108
best dining,108
years good,108
great venue,108
great tried,108
looked said,108
service way,108
dinner experience,108
able finish,108
serving sizes,108
lockers,108
questions answered,108
place finally,108
time felt,108
time enjoy,108
attentive great,108
friendly didn,108
real food,108
gotta love,108
ordered turkey,108
ordered times,108
copies,108
kennel,108
came way,108
entrees ordered,108
rode,108
cumin,108
smokehouse,108
smog,108
outrageously,108
ask want,108
said asked,108
sorry don,108
leisurely,108
sinks,108
honestly think,108
order times,108
exposed brick,108
started getting,108
behalf,108
lunch got,108
came large,108
pm place,108
heard lot,108
meal did,108
menu place,108
menu lots,108
won make,108
partners,108
party got,108
like pretty,108
doesn need,108
cesar salad,108
centre,108
say staff,108
staff fantastic,108
better don,108
great italian,108
great hot,108
tapioca,108
chicken noodle,108
lion,108
eat week,108
good home,108
overload,108
corkage,108
napa,108
coffee really,108
make effort,108
curry sauce,108
cake dessert,108
northern liberties,108
turnip,108
wishes,108
disposable,108
home style,108
saltiness,108
wasn problem,108
biz,108
needed place,108
specials great,108
loves place,108
great business,108
royalty,108
reports,108
just rude,108
overly salty,108
outside food,108
places try,108
laughs,108
apprehensive,108
interstate,108
better deal,108
pt,108
protocol,108
took pictures,108
den,108
crinkle,108
solid food,108
think make,108
bring dog,108
service quite,108
protocols,108
proportions,108
wouldn know,108
unwelcoming,108
aveda,108
ramp,108
peoples,108
toasty,108
jack cheese,108
fries best,108
parking area,108
half home,108
does work,108
seriously good,108
telephone,108
spelling,108
wasn huge,108
far superior,108
long come,107
local places,107
logan,107
great try,107
bogo,107
place totally,107
area try,107
boasts,107
ragu,107
tables food,107
powerful,107
frying,107
like cooked,107
researched,107
does care,107
day dinner,107
day like,107
roasted potatoes,107
great texture,107
thought little,107
places visit,107
ate lunch,107
void,107
bothers,107
pina,107
capture,107
recommend food,107
wine food,107
recieved,107
just pick,107
moscow mule,107
laurel,107
got breakfast,107
tinted,107
health department,107
just taste,107
steering,107
called got,107
pizza dough,107
pleased experience,107
friends came,107
like outside,107
paced,107
intimidated,107
goes long,107
owners nice,107
tasty great,107
delicious filling,107
little higher,107
easy navigate,107
witness,107
ordered items,107
good thai,107
flavor ordered,107
food does,107
sure comfortable,107
variety items,107
affair,107
cake good,107
notify,107
creamy delicious,107
visit area,107
cockroach,107
raw fish,107
discomfort,107
reflects,107
failing,107
shipment,107
cold day,107
food ate,107
airports,107
friend chicken,107
went straight,107
went thursday,107
weren good,107
country fried,107
job right,107
time let,107
ended just,107
extremely unprofessional,107
said way,107
called office,107
bumps,107
wasn friendly,107
dining partner,107
hubby ordered,107
service thank,107
mozzarella cheese,107
good asked,107
exemplary,107
yum soup,107
time overall,107
pay food,107
pay little,107
did right,107
kansas,107
extension,107
business model,107
granddaughter,107
honestly just,107
uniform,107
butterfly,107
restaurant does,107
pet peeve,107
great attitude,107
busy got,107
permanently,107
ve recently,107
phillies,107
antonio,107
challenged,107
bean burger,107
pretty slow,107
informing,107
meal place,107
leave message,107
deserving,107
describing,107
taste amazing,107
rebecca,107
cuisines,107
home just,107
visiting area,107
place half,106
salmon salad,106
aback,106
chow fun,106
opinion best,106
leaning,106
like normal,106
cracking,106
incredible service,106
tasty ordered,106
friendly waitress,106
delicious flavor,106
floored,106
try flavors,106
things make,106
monon,106
place bar,106
consistently delicious,106
delicious hot,106
say worth,106
atmosphere restaurant,106
just pizza,106
atmosphere pretty,106
bread just,106
friends love,106
time seated,106
went desk,106
just horrible,106
love having,106
want business,106
plan ahead,106
angle,106
disrespected,106
food expensive,106
food customer,106
rats,106
stars good,106
good wings,106
server just,106
check engine,106
choices menu,106
good excellent,106
veterinarian,106
weigh,106
spent hour,106
people group,106
best pho,106
clean quiet,106
hot good,106
place start,106
forever come,106
oh boy,106
nice lady,106
got early,106
answer question,106
took place,106
happened place,106
craving good,106
come look,106
really easy,106
prepared fresh,106
friends come,106
stop place,106
red white,106
stood line,106
oyster po,106
spot definitely,106
blowout,106
shepherd,106
pest control,106
phl,106
minutes waited,106
photography,106
amazing came,106
wonders,106
unheard,106
coffee just,106
persons,106
past place,106
ordered calamari,106
pretty disappointing,106
beginner,106
ve problem,106
night don,106
chicken waffle,106
imagination,106
sandwich got,106
kept trying,106
favorite bar,106
chicken place,106
advertisement,106
irish pub,106
waiter did,106
second trip,106
hollywood,106
smoked chicken,106
experts,106
plate food,106
delco,106
food ask,106
like times,106
clips,106
service rude,106
right near,106
mature,106
nutrition,106
town business,106
ne,106
rude service,106
overall bad,106
special trip,106
lunch just,106
liked lot,106
left satisfied,106
mazda,106
meal didn,106
brown butter,106
special events,106
house wine,106
nice local,106
exercises,106
tomato salad,106
place restaurant,106
good ate,106
acknowledging,106
quantities,106
quickly food,106
food lunch,106
awesome just,106
told sit,106
peking duck,106
dryers,106
dining companion,106
wife said,105
menu large,105
light airy,105
best cheesesteak,105
table told,105
best hot,105
said let,105
price quality,105
like walking,105
disclosure,105
moroccan,105
want feel,105
patio nice,105
time husband,105
fame,105
great clean,105
thai chicken,105
la fitness,105
emergency room,105
variation,105
person took,105
phase,105
seafood fresh,105
grandparents,105
bit greasy,105
panna cotta,105
does know,105
curiosity,105
bun bo,105
lady came,105
lack service,105
chinese takeout,105
really felt,105
pregnancy,105
premier,105
cheese like,105
cristo,105
jammed,105
southern california,105
fresh local,105
make difference,105
service asked,105
fresh vegetables,105
ordered dessert,105
ordered buffalo,105
crazy busy,105
try rest,105
dispenser,105
friendly happy,105
right bat,105
experience life,105
refreshed,105
menu says,105
bang shrimp,105
banchan,105
coffee coffee,105
chilaquiles,105
plating,105
healthcare,105
asked medium,105
got big,105
notification,105
lovely place,105
trains,105
breakfast options,105
curried,105
friends just,105
chart,105
nail techs,105
time table,105
prize,105
hope place,105
staff warm,105
boost,105
friendly willing,105
amazing recommend,105
friendly took,105
friendly servers,105
chicken tasted,105
nonexistent,105
pj,105
think little,105
went order,105
shanghai,105
recently opened,105
tax tip,105
detroit,105
patronage,105
foot massage,105
tableside,105
room did,105
usually eat,105
marinade,105
departure,105
finally gave,105
carafe,105
musty,105
flakey,105
like crap,105
options food,105
exclusively,105
felt bit,105
years place,105
town place,105
good eats,105
place popular,105
people inside,105
weed,105
need quick,105
bar table,105
bar right,105
verbally,105
questions menu,105
looking different,105
sauce nice,105
sauce got,105
don skimp,105
enjoy going,105
different food,105
ohio,105
opening day,105
local bar,104
wedding party,104
body shop,104
local favorite,104
avoid costs,104
best option,104
toddlers,104
great seafood,104
breakdown,104
park street,104
arrived quickly,104
men women,104
shoved,104
eat inside,104
hours time,104
insult injury,104
soft opening,104
rite,104
exaggerating,104
amish,104
flavourful,104
teeny,104
ll let,104
hotel nice,104
nice kick,104
recommend great,104
dentistry,104
nada,104
chips queso,104
popular place,104
chicken dishes,104
buses,104
bad bad,104
shrimp creole,104
really neat,104
indie,104
dozen oysters,104
vicinity,104
wipes,104
friendly ve,104
fresh healthy,104
opentable,104
hard mess,104
boy did,104
reviews food,104
expensive food,104
covid precautions,104
courtney,104
aggressively,104
chicken teriyaki,104
brightly,104
craziness,104
little heavy,104
texture flavor,104
asked long,104
good tacos,104
variety flavors,104
shark,104
professional staff,104
coaches,104
ranged,104
whyte,104
getting order,104
left wanting,104
cream flavors,104
sprite,104
apologized said,104
visit family,104
earrings,104
early evening,104
want return,104
bank account,104
shumai,104
ve time,104
bathroom clean,104
know really,104
met friend,104
partly,104
pride work,104
input,104
nice sized,104
business just,104
used little,104
restaurant try,104
experience wasn,104
mills,104
visual,104
oregon,104
garlic parmesan,104
porterhouse,104
sized portions,104
schedules,104
fries cooked,104
makes good,104
bo hue,104
insight,104
eggplant parm,104
trimming,104
downtown indy,104
didn live,104
checking place,104
day decided,104
like sushi,104
peruse,104
great big,104
honky,104
th july,104
safe say,104
crush,104
butts,104
colonial,104
college student,104
husband tried,104
extend,104
times place,104
moisture,104
way don,104
just paid,104
plague,104
going charge,104
concessions,104
shoestring,104
prices just,104
food priced,104
rack ribs,104
patronizing,104
couple different,104
local artists,104
apple cider,104
nightly,104
place city,104
definitely hit,104
told waiter,104
brought water,104
ton food,104
space small,104
service star,104
special requests,104
temperatures,104
light crispy,104
high standards,104
brought drinks,104
sanitation,104
earl,104
food joint,103
forever food,103
location pretty,103
portland,103
overcrowded,103
having said,103
danish,103
owner told,103
liter,103
consuming,103
ordered pulled,103
harrah,103
begging,103
copper,103
stars ve,103
counter order,103
fries got,103
chicken came,103
im sure,103
fish cooked,103
taste quality,103
tell place,103
server food,103
masked,103
dirty dishes,103
disposal,103
dishes great,103
wal mart,103
educate,103
make fresh,103
second round,103
pinball,103
brunch sunday,103
nathan,103
nail place,103
tomato bisque,103
provided excellent,103
walk right,103
tried delicious,103
work place,103
dining restaurant,103
room bar,103
went counter,103
texas toast,103
empire,103
enjoy coming,103
service thanks,103
tending,103
tea ice,103
tell friends,103
really close,103
unique experience,103
oro,103
couple people,103
whoa,103
return phone,103
return recommend,103
bartender nice,103
landlord,103
debating,103
lafayette,103
parkway,103
friendly gave,103
relatives,103
feel really,103
won able,103
gruyere,103
rent car,103
order staff,103
ordered bbq,103
medley,103
pole,103
rich flavor,103
rice delicious,103
line wait,103
sterile,103
right wrong,103
later received,103
answering phone,103
answers phone,103
grilled salmon,103
greeted immediately,103
went work,103
sure know,103
sure tell,103
did use,103
ginger dressing,103
pepper jack,103
limited time,103
pleasant service,103
girlfriend ordered,103
workmanship,103
enjoy experience,103
shines,103
tactics,103
bought groupon,103
just remember,103
tremendously,103
traveler,103
relax enjoy,103
come recommend,103
stuffed mushrooms,103
bk,103
delicious sweet,103
delicious try,103
delicious didn,103
size small,103
banquet,103
giving try,103
rolls delicious,103
essentials,103
vine,103
measurements,103
ventilation,103
sweater,103
blow dry,103
recently purchased,103
table did,103
came went,103
nice outside,103
add ons,103
yams,103
called left,103
rank,103
way expensive,103
job time,103
french market,103
rap,103
dynasty,103
makes difference,103
place loved,103
drive line,103
asked wait,103
know love,103
cuban bread,103
upstairs bar,103
sandwich chicken,103
charcuterie board,103
terry,103
tonkotsu,103
tolerable,103
atmosphere like,103
doused,103
ecstatic,103
got charged,103
chandeliers,103
cabin,103
good stars,103
management staff,103
youre,103
absolutely gorgeous,103
time tell,103
cake delicious,103
pumped,103
food small,102
quick drink,102
pulls,102
java,102
new addition,102
atmosphere casual,102
easy miss,102
downtown tampa,102
drink just,102
attentive knowledgeable,102
elaborate,102
free wi,102
buffalo cauliflower,102
night spot,102
jonathan,102
outside tables,102
spot right,102
family favorite,102
amazing selection,102
good family,102
sauce pretty,102
sauce ordered,102
like maybe,102
came fries,102
burger came,102
time amazing,102
came happy,102
came nice,102
hour pm,102
sweet corn,102
onions mushrooms,102
prices affordable,102
sights,102
right direction,102
deleted,102
strolling,102
bit higher,102
farmhouse,102
come way,102
bison burger,102
minutes took,102
boy wrong,102
flame,102
really went,102
flags,102
fresh clean,102
visit nola,102
place zero,102
rooster,102
banana foster,102
dessert got,102
gina,102
operations,102
try don,102
trusting,102
opportunity try,102
sure happened,102
order fried,102
allen,102
super disappointed,102
exactly expect,102
ethiopian food,102
lunch saturday,102
exceed,102
medallions,102
anniversary dinner,102
line moves,102
condensed milk,102
umami,102
fries fresh,102
component,102
holy crap,102
stress free,102
home time,102
pretty delicious,102
deer,102
ve stopped,102
bathtub,102
debbie,102
pass place,102
valve,102
decides,102
gastropub,102
sourdough bread,102
knew doing,102
eye exam,102
knew menu,102
staff went,102
staff working,102
town just,102
really does,102
flavors just,102
noises,102
check came,102
dinner restaurant,102
maine,102
wait place,102
perusing,102
differences,102
volunteer,102
vomit,102
goes way,102
didn just,102
great concept,102
friend asked,102
fried tofu,102
work nice,102
treasures,102
inside great,102
natalie,102
place reno,102
got place,102
lettuce tomatoes,102
lentil soup,102
bachelor,102
chicken bowl,102
nv,102
bread soft,102
brennan,102
statue,102
ordered second,102
hero,102
corn tortilla,102
kitschy,102
kreme,102
gave shot,102
daiquiri,102
souvenirs,102
portion small,102
ambiance place,102
amc,102
fun watch,102
wife decided,102
wildlife,102
experience location,102
positive note,102
having trouble,102
food superb,102
food thought,102
food kind,102
food husband,102
long long,101
tinting,101
locale,101
football game,101
years experience,101
years eve,101
accents,101
told bring,101
jean,101
need place,101
need check,101
forgot mention,101
cardinals,101
napoleon,101
carl,101
think got,101
nice took,101
got got,101
dollop,101
seating bar,101
pinto,101
place potential,101
place prices,101
wears,101
service menu,101
baby ribs,101
server come,101
pigs,101
just days,101
iffy,101
braised short,101
gave extra,101
kitchens,101
cooked right,101
vacant,101
special good,101
spacious clean,101
valentines day,101
menu lot,101
halls,101
experience pleasant,101
portion huge,101
gained,101
william,101
little kids,101
owned restaurant,101
crispy delicious,101
crumbly,101
know mean,101
best new,101
best massage,101
reflected,101
street location,101
tzatziki sauce,101
park car,101
ve learned,101
basically told,101
ve philly,101
angel hair,101
pappardelle,101
unlike places,101
staff time,101
unique flavor,101
rest day,101
fu,101
place wish,101
area staff,101
really disappointing,101
tell really,101
independence,101
ok really,101
great ice,101
sheraton,101
didn end,101
left table,101
identity,101
mop,101
taken aback,101
chiropractic,101
monica,101
work car,101
order beer,101
sunrise,101
greeted door,101
barking,101
patty melt,101
finally brought,101
recommend hotel,101
grit,101
veggies fresh,101
small food,101
kids adults,101
store good,101
holders,101
representation,101
excellent server,101
visited location,101
golf course,101
rosa,101
husband asked,101
deserve star,101
shopper,101
people service,101
did pay,101
did hair,101
great feel,101
banks,101
etoufee,101
clean maintained,101
truly great,101
mm,101
redeemed,101
rolled ice,101
live nearby,101
live neighborhood,101
oil changed,101
clean tables,101
people did,101
desirable,101
great personality,101
deny,101
mabry,101
slipper,101
mechanical,101
delicious perfectly,101
demanding,101
great sauce,101
come want,101
kids running,101
order ve,101
pm told,101
frenchmen,101
drago,101
manchego,101
aromatic,101
said ve,101
want quick,101
donation,101
cash atm,101
probably going,101
windy,101
craig,101
cream pie,101
makeover,101
ask needed,101
jacks,101
italian place,101
busy good,101
times order,101
good parking,101
drove minutes,101
early afternoon,101
sandwiches great,101
ask help,101
like need,101
like ones,101
way come,101
artsy,101
professional helpful,100
free meal,100
ranks,100
good cold,100
place felt,100
dropped car,100
good ice,100
young children,100
times times,100
wine glasses,100
wine good,100
wine sauce,100
cranberries,100
staff didn,100
music food,100
musician,100
night didn,100
nikki,100
night town,100
flavor food,100
arrived told,100
don trust,100
don write,100
seasoned perfection,100
dos,100
pizza excellent,100
margarita pizza,100
got bad,100
drawing,100
atmosphere inside,100
say word,100
manager asked,100
salespeople,100
place overall,100
buzzing,100
nfl,100
intolerant,100
trying hard,100
strings,100
fast delivery,100
released,100
great want,100
sizable,100
people ahead,100
denver,100
play area,100
area love,100
recommend definitely,100
old building,100
swiss cheese,100
sure like,100
hour long,100
try delicious,100
friendly make,100
pretty pricey,100
festivals,100
rocket,100
like typical,100
esthetician,100
dessert good,100
dessert room,100
did did,100
entitled,100
really got,100
ll glad,100
idea doing,100
bike shop,100
twice day,100
home good,100
ample seating,100
reviews people,100
small cup,100
small family,100
bartender great,100
barnes,100
red bean,100
recommends,100
lots food,100
hot fudge,100
oranges,100
blaring,100
come enjoy,100
bread amazing,100
travelers,100
monitor,100
chronic,100
table nice,100
room temp,100
bad way,100
waist,100
dining rooms,100
service waited,100
lens,100
personalities,100
personally love,100
grass fed,100
rude just,100
ll continue,100
tell food,100
orders wrong,100
helpful kind,100
costume,100
represented,100
line food,100
return calls,100
korea,100
beef broccoli,100
day try,100
half day,100
parfait,100
snagged,100
friendly patient,100
friendly funny,100
stored,100
homemade chips,100
tx,100
kids play,100
best staff,100
unsweetened,100
best make,100
restaurant tampa,100
usf,100
packet,100
dale mabry,100
dark brown,100
dark meat,100
little bar,100
preserves,100
steak frites,100
tow truck,100
nov,100
chef owner,100
tastefully,100
mounted,100
disgrace,100
leo,100
pilates,100
don afraid,100
authority,100
nice small,100
jungle,100
canyon,100
canceling,100
till pm,100
told min,100
called morning,100
yes said,100
actually came,100
questions asked,100
food oh,100
food favorite,99
sweet attentive,99
food big,99
food decided,99
property management,99
great cut,99
visiting philly,99
promote,99
long table,99
did love,99
people said,99
desk said,99
clean table,99
modern clean,99
just waiting,99
just stick,99
good won,99
elephant,99
good solid,99
kitten,99
mind waiting,99
potato soup,99
respected,99
little food,99
brother law,99
mustard sauce,99
michigan,99
mice,99
pizza awesome,99
stranded,99
fantastic time,99
love just,99
order really,99
took days,99
extremely fresh,99
took family,99
unfortunately did,99
best kept,99
reheat,99
freshly prepared,99
pretty cheap,99
collards,99
coffee hot,99
impeccable service,99
text message,99
spot grab,99
restaurant closed,99
pretty quiet,99
favorite far,99
mini fridge,99
ordered soup,99
ordered sushi,99
beers great,99
hostess said,99
free bread,99
finding parking,99
came wrong,99
pleased food,99
pleasant staff,99
great took,99
ok ve,99
ll able,99
greatly appreciated,99
slapped,99
finally seated,99
recommend service,99
shrimp taco,99
buffet food,99
menu quite,99
web site,99
don hesitate,99
kee,99
pretty long,99
order large,99
specialty rolls,99
fresh homemade,99
jenga,99
really quick,99
lost business,99
happy results,99
try got,99
hopefully ll,99
work food,99
service rep,99
run restaurant,99
rug,99
line place,99
rican,99
got stuck,99
area small,99
bars restaurants,99
evidently,99
germany,99
sure want,99
swallow,99
didn catch,99
friendly employees,99
service fair,99
service drinks,99
german food,99
distanced,99
andrea,99
reviews just,99
waitress sweet,99
away service,99
beer drinker,99
traded,99
friendly don,99
krispy kreme,99
beer selections,99
said hello,99
served food,99
came rice,99
came meal,99
told car,99
ve able,99
son ordered,99
sorry didn,99
chicken pasta,99
sours,99
ve dealt,99
ve like,99
ve quite,99
waiter told,99
tailor,99
went really,99
garnished,99
takeout order,99
privilege,99
ready pick,99
liquors,99
pork beef,99
thinking going,99
laptops,99
ask manager,99
times like,99
waves,99
sweet little,99
erica,99
place couple,99
place different,99
breasts,99
food loved,99
able pick,99
quality just,99
business people,99
unapologetic,99
business days,99
say amazing,99
delicious huge,99
sweetie,99
sure return,99
old bay,99
transparent,99
compressor,99
streetcar,99
unappealing,99
stay home,99
love local,99
tortas,99
tostadas,99
atmosphere decor,99
salad pretty,99
loin,99
business bureau,99
food warm,99
food looks,99
conduct,99
tubs,99
stopped table,99
yelp check,98
friends place,98
amazing little,98
hickory,98
sat inside,98
place neighborhood,98
wreck,98
location better,98
food huge,98
called place,98
amazing like,98
hit place,98
kids meals,98
store really,98
way sweet,98
fall love,98
table ask,98
transit,98
able work,98
novel,98
time return,98
makers,98
good ol,98
breakfast dinner,98
frat,98
issued,98
busy restaurant,98
descent,98
list goes,98
beef short,98
basmati,98
generally good,98
generation,98
grilling,98
anne,98
beautiful inside,98
just people,98
chicken wasn,98
takes pride,98
hungover,98
tacos chicken,98
took quite,98
flavorful delicious,98
price got,98
crawfish etouffee,98
today decided,98
hanger steak,98
figured try,98
serve beer,98
dome,98
piercings,98
nice server,98
chips guacamole,98
servers great,98
server sweet,98
said delicious,98
said got,98
food clean,98
coin,98
little weird,98
plenty tables,98
right table,98
freedom,98
airbnb,98
ruins,98
like taste,98
doggy,98
grad,98
ll bring,98
greeted right,98
priced good,98
etiquette,98
fine print,98
kayla,98
lowered,98
specials menu,98
cwe,98
best bet,98
used eat,98
black hair,98
suggests,98
make big,98
good dessert,98
walked store,98
nice cozy,98
seared tuna,98
carol,98
cup soup,98
things try,98
greatness,98
vegetarian friendly,98
small inside,98
hour got,98
ride home,98
table wasn,98
tables open,98
hurricanes,98
work ve,98
recommend come,98
just use,98
set foot,98
free drinks,98
profusely,98
job just,98
caps,98
agave,98
models,98
ll enjoy,98
understand place,98
understandably,98
daisy,98
havent,98
restaurant went,98
retrieve,98
hearted,98
favors,98
super crispy,98
hotel restaurant,98
midst,98
help just,98
time feel,98
time finished,98
food fair,98
unlikely,98
wasn available,98
place incredible,98
got crab,98
wings fries,98
cheese wasn,98
attentive definitely,98
mango lassi,98
good servers,98
drink got,98
better ones,98
looking fun,98
click,98
born raised,98
boudin balls,98
huge menu,98
people counter,98
went days,98
swedish,98
great come,98
visiting nola,98
visited restaurant,98
bud light,98
free refills,98
read yelp,98
reader,98
vents,98
verified,98
barbecue sauce,98
went little,98
plate good,98
newspaper,98
food know,98
home day,98
good sandwiches,97
new customers,97
called customer,97
make wait,97
toast good,97
today just,97
young kids,97
people didn,97
food sitting,97
like idea,97
buff,97
wife loves,97
good choices,97
awaiting,97
wife loved,97
korean fried,97
inspiration,97
hong,97
return policy,97
exceptions,97
garlic aioli,97
damned,97
special great,97
opener,97
chuy,97
sit patio,97
delicious spicy,97
scissors,97
left room,97
recognition,97
ll better,97
free chips,97
green salsa,97
delicious flavorful,97
gently,97
virgin,97
simplicity,97
told wouldn,97
maze,97
md,97
just super,97
sweet treat,97
plate came,97
given time,97
roma,97
emotional,97
getting drinks,97
plush,97
took money,97
personally think,97
place use,97
staff like,97
early bird,97
don recall,97
wanted come,97
wanted food,97
mri,97
dramatic,97
say disappointed,97
say sorry,97
mash potatoes,97
day definitely,97
away got,97
feel confident,97
blond,97
bellevue,97
spicy just,97
criminal,97
said told,97
chicken bacon,97
breakfast places,97
vanilla bean,97
cuban sandwiches,97
couple bites,97
order service,97
wolf,97
love concept,97
love getting,97
appetizer came,97
ripoff,97
great think,97
mezcal,97
partying,97
expectations high,97
excellent meal,97
obliged,97
husband birthday,97
lime juice,97
small selection,97
def recommend,97
guy told,97
small table,97
halo,97
discovered place,97
disappointed didn,97
cocktail bar,97
party arrived,97
chicks,97
takes long,97
charro,97
flexibility,97
tuscan,97
fantastic meal,97
pho broth,97
petty,97
oh gosh,97
receive food,97
odds,97
spring break,97
tender tasty,97
non stop,97
worst thing,97
waiting tables,97
service especially,97
friendly like,97
unwelcome,97
gordon,97
ll pay,97
fairly small,97
salad excellent,97
hog,97
family town,97
ordered regular,97
stay long,97
food family,97
complimentary bread,97
little overpriced,97
fries burger,97
wires,97
marmalade,97
dragon roll,97
dot,97
seasoned cooked,97
best authentic,97
menudo,97
leave room,97
did lot,97
glitter,97
devices,97
entire thing,97
area little,97
uncommon,97
ordered new,97
enhance,97
place walk,97
minutes place,97
compote,97
assembled,97
forbid,97
asia,97
make pizza,97
malls,97
time making,97
drinks menu,96
like love,96
forcing,96
food world,96
thing happened,96
stopped breakfast,96
turkey sausage,96
controlled,96
adobo,96
promo,96
aesthetics,96
dinner came,96
vw,96
showed minutes,96
pizza got,96
menu simple,96
nice waitress,96
called tell,96
years finally,96
food meh,96
food pizza,96
yes did,96
order takeout,96
minutes did,96
store ve,96
fries drink,96
like long,96
ate night,96
long weekend,96
need add,96
nearly minutes,96
time friend,96
best selection,96
really loud,96
awesome little,96
brass,96
waited table,96
personal favorites,96
soaps,96
really flavorful,96
truly care,96
boiled egg,96
just used,96
close hotel,96
bbq places,96
gave best,96
party seated,96
ridge,96
gets pretty,96
great times,96
unload,96
crabcake,96
mid afternoon,96
fun little,96
spot service,96
love eating,96
regular fries,96
loved service,96
know new,96
spilling,96
order bar,96
loved got,96
ga,96
table took,96
massage chairs,96
got lot,96
picked car,96
place cheap,96
drier,96
wasn crazy,96
got cold,96
want start,96
influence,96
just blocks,96
wine cellar,96
going wait,96
lot street,96
weary,96
perfect meal,96
place thought,96
went ask,96
close place,96
sushi chefs,96
pods,96
hour waiting,96
tried tell,96
people getting,96
meat dry,96
job keeping,96
nice lunch,96
filters,96
desperate need,96
city park,96
citizens,96
peace mind,96
parish,96
ladies working,96
collingswood,96
happy new,96
order nice,96
mmmmm,96
comes close,96
gambling,96
palm harbor,96
nice young,96
nice polite,96
formed,96
forward eating,96
brunch time,96
came super,96
brought check,96
outside great,96
arepas,96
business lunch,96
chicken like,96
food presentation,96
questioning,96
youtube,96
food takes,96
food thing,96
big small,96
year anniversary,96
time wife,96
importance,96
touring,96
year later,96
place coming,96
place heart,96
saved day,96
motorcycle,95
drip coffee,95
drinks friends,95
needed replaced,95
busy weekends,95
time yesterday,95
items good,95
busser,95
new salon,95
ask order,95
newbie,95
yes know,95
luncheon,95
especially liked,95
play games,95
eat really,95
saturated,95
asked table,95
ordered meal,95
home definitely,95
better sushi,95
new staff,95
acting like,95
queue,95
able seat,95
beneath,95
spelled,95
nice beer,95
came early,95
authentic thai,95
pizza definitely,95
seasoned fries,95
googled,95
make day,95
don bring,95
dolphins,95
good different,95
time busy,95
nice gave,95
joked,95
insisting,95
linger,95
pork buns,95
fell short,95
order half,95
missing items,95
colombe,95
coins,95
special food,95
owner great,95
experience came,95
sonny,95
son got,95
beds comfortable,95
day left,95
beef noodle,95
day age,95
ve area,95
sephora,95
seen place,95
got fries,95
diy,95
separate occasions,95
safer,95
chicken alfredo,95
reason don,95
pricey food,95
cozy place,95
restaurant family,95
expiration,95
restaurants city,95
best french,95
critique,95
super knowledgeable,95
coming just,95
strip steak,95
original review,95
couple beers,95
deal just,95
guilt,95
change mind,95
bring check,95
og,95
officer,95
chinese buffet,95
treat people,95
waiter didn,95
legitimate,95
masses,95
service ask,95
felt need,95
recommend services,95
temps,95
inclusive,95
fist,95
tarts,95
work way,95
worked great,95
fine food,95
flavor little,95
flank steak,95
necklace,95
time dining,95
institute,95
came gave,95
know long,95
staff makes,95
night day,95
appalling,95
exceptional food,95
small piece,95
gender,95
gem place,95
small large,95
growth,95
menu isn,95
lactose,95
decor atmosphere,95
parking limited,95
coal,95
moldy,95
